1.021675098599403242e+02,3.946885868984855961e+02,6.872096639370307685e+02,9.797307409755760546e+02,1.272251818014121227e+03,1.564772895052666399e+03,1.857293972091212026e+03,2.149815049129756972e+03,2.442336126168302144e+03,2.734857203206847771e+03,3.027378280245392489e+03,3.319899357283937661e+03,3.612420434322483288e+03,3.904941511361028915e+03,4.197462588399574088e+03,4.489983665438118805e+03,4.782504742476664433e+03,5.075025819515210060e+03,5.367546896553754777e+03,5.660067973592300405e+03,5.952589050630845122e+03,6.245110127669390749e+03,6.537631204707936377e+03,6.830152281746481094e+03,7.122673358785026721e+03,7.415194435823571439e+03,7.707715512862117066e+03,8.000236589900661784e+03,8.292757666939207411e+03,8.585278743977753038e+03,8.877799821016296846e+03,9.170320898054842473e+03,9.462841975093388101e+03,9.755363052131933728e+03,1.004788412917047935e+04,1.034040520620902316e+04,1.063292628324756879e+04,1.092544736028611442e+04,1.121796843732466004e+04,1.151048951436320567e+04,-1.931179440972856014e+02,-5.605299836627140166e+02,-8.277699098172084859e+02,-9.830752193210288397e+02,-1.142432424691479127e+03,-1.221737099831872229e+03,-1.254838009974535908e+03,-1.257553776941585056e+03,-1.200186160306837110e+03,-1.111290565361414792e+03,-1.027940861028496556e+03,-8.849929105494192072e+02,-7.663689669591980191e+02,-7.131743132733225821e+02,-7.531432824675252959e+02,-8.239639039275119785e+02,-9.671240592164283498e+02,-1.146799439492027432e+03,-1.327446931331260885e+03,-1.473387677953347520e+03,-1.679529882322875665e+03,-1.848981823008792844e+03,-1.973648578382575124e+03,-2.082140069187018980e+03,-2.173868414121257956e+03,-2.265596759055496477e+03,-2.300245437493810186e+03,-2.326305563422994965e+03,-2.352365689352180198e+03,-2.340616489225382793e+03,-2.315336440544276684e+03,-2.290056391863170120e+03,-2.232071517431250868e+03,-2.127496210591182262e+03,-2.022920903751113656e+03,-1.898243535484422864e+03,-1.735390713247593112e+03,-1.572537891010764042e+03,-1.430135463192106727e+03,-1.288900294796377239e+03,2.000000000000000000e+00
1.769431039023265839e+01,1.287185855400704213e+02,2.397428606899081558e+02,3.507671358397458903e+02,4.617914109895836532e+02,5.728156861394213593e+02,6.838399612892591222e+02,7.948642364390968851e+02,9.058885115889346480e+02,1.016912786738772411e+03,1.127937061888610060e+03,1.238961337038447937e+03,1.349985612188285586e+03,1.461009887338123690e+03,1.572034162487961112e+03,1.683058437637798988e+03,1.794082712787636638e+03,1.905106987937474287e+03,2.016131263087311936e+03,2.127155538237149813e+03,2.238179813386987462e+03,2.349204088536825566e+03,2.460228363686663215e+03,2.571252638836500864e+03,2.682276913986338513e+03,2.793301189136176163e+03,2.904325464286014267e+03,3.015349739435851916e+03,3.126374014585689565e+03,3.237398289735527214e+03,3.348422564885365318e+03,3.459446840035202968e+03,3.570471115185040617e+03,3.681495390334878266e+03,3.792519665484715915e+03,3.903543940634554019e+03,4.014568215784392123e+03,4.125592490934230227e+03,4.236616766084067422e+03,4.347641041233904616e+03,-4.433624263815364230e+01,-1.492160732062288275e+02,-2.562353328588037016e+02,-3.667705901697423769e+02,-4.264729032009706771e+02,-4.432593672081214322e+02,-4.460161936632669040e+02,-4.358590312358970209e+02,-4.425380809517581042e+02,-4.604081765884491801e+02,-4.711432685696676685e+02,-4.760474337969354792e+02,-4.615526994186290608e+02,-4.239886618799683333e+02,-3.711845097442468955e+02,-2.986838331369700654e+02,-2.762070202144190034e+02,-3.238776842835595176e+02,-3.799312580556818943e+02,-4.539954746143664579e+02,-5.171094718566237134e+02,-5.667477621992512695e+02,-6.248280323632033060e+02,-6.975996639641507500e+02,-7.551443342184466019e+02,-7.813641125760626664e+02,-8.097947957420564080e+02,-8.479608645158469926e+02,-8.755818724517819192e+02,-8.765550063964335550e+02,-8.711940325793824513e+02,-8.556113948625911689e+02,-8.461664150099318249e+02,-8.494368602066803078e+02,-8.479501146191669250e+02,-8.296016964040391031e+02,-8.004162338373633929e+02,-7.276499791717285461e+02,-7.023393054751685440e+02,-6.852384677451764219e+02,2.000000000000000000e+00
6.485807691786123996e+01,8.944128354943232750e+01,1.140244901810034150e+02,1.386076968125745168e+02,1.631909034441455901e+02,1.877741100757166919e+02,2.123573167072877936e+02,2.369405233388588670e+02,2.615237299704299403e+02,2.861069366020010420e+02,3.106901432335721438e+02,3.352733498651432456e+02,3.598565564967143473e+02,3.844397631282855059e+02,4.090229697598564940e+02,4.336061763914275957e+02,4.581893830229986975e+02,4.827725896545697992e+02,5.073557962861409010e+02,5.319390029177119459e+02,5.565222095492830476e+02,5.811054161808541494e+02,6.056886228124252511e+02,6.302718294439963529e+02,6.548550360755674546e+02,6.794382427071385564e+02,7.040214493387096582e+02,7.286046559702806462e+02,7.531878626018517480e+02,7.777710692334228497e+02,8.023542758649939515e+02,8.269374824965650532e+02,8.515206891281361550e+02,8.761038957597072567e+02,9.006871023912783585e+02,9.252703090228495739e+02,9.498535156544205620e+02,9.744367222859915501e+02,9.990199289175627655e+02,1.023603135549133754e+03,6.676603282169020304e+01,1.384514946343572603e+02,1.877511189856035685e+02,2.257714817505517146e+02,2.569542619067624969e+02,2.800790838129959184e+02,3.027805219699937425e+02,3.220023217915511964e+02,3.358754341572183080e+02,3.492036535732283937e+02,3.607541790671835429e+02,3.694191326080285194e+02,3.759931579610711196e+02,3.827761871214868847e+02,3.877767408417353749e+02,3.899872085440383103e+02,3.897541767730070319e+02,3.897211853860288784e+02,3.893077852791921032e+02,3.884480314510440166e+02,3.817588838472468069e+02,3.746908257263322639e+02,3.672845447410787756e+02,3.594211987511371831e+02,3.469766553170160819e+02,3.345405267768690010e+02,3.208266876065968063e+02,3.037812699139907977e+02,2.838682767860913714e+02,2.592928180498178108e+02,2.252118071996058006e+02,1.866183516216456439e+02,1.353932962467717971e+02,1.939448598934608015e+01,5.434838191922654005e+01,7.536190882739387575e+01,9.555188422806089932e+01,1.144319803962127935e+02,1.302912183685225216e+02,1.413017583489173035e+02,2.000000000000000000e+00
7.238572214768714730e+01,8.872649432752582754e+01,1.050672665073645220e+02,1.214080386872031596e+02,1.377488108670418683e+02,1.540895830468805059e+02,1.704303552267192003e+02,1.867711274065578664e+02,2.031118995863965608e+02,2.194526717662352269e+02,2.357934439460739213e+02,2.521342161259125874e+02,2.684749883057512534e+02,2.848157604855899763e+02,3.011565326654285855e+02,3.174973048452673083e+02,3.338380770251059744e+02,3.501788492049446404e+02,3.665196213847833064e+02,3.828603935646219725e+02,3.992011657444606954e+02,4.155419379242993614e+02,4.318827101041380274e+02,4.482234822839766935e+02,4.645642544638153595e+02,4.809050266436540824e+02,4.972457988234928052e+02,5.135865710033314144e+02,5.299273431831700236e+02,5.462681153630087465e+02,5.626088875428474694e+02,5.789496597226861923e+02,5.952904319025248014e+02,6.116312040823635243e+02,6.279719762622021335e+02,6.443127484420408564e+02,6.606535206218794656e+02,6.769942928017181885e+02,6.933350649815569113e+02,7.096758371613955205e+02,5.675892152405333491e+01,1.078316372069179181e+02,1.399238988926877880e+02,1.603337294775369060e+02,1.825537776791942974e+02,1.981943557592608727e+02,2.116692175526249002e+02,2.237259830747726994e+02,2.340731999690748069e+02,2.436883011368200869e+02,2.526700812996376442e+02,2.594351490360975845e+02,2.642096329104624033e+02,2.686292844890551237e+02,2.727150041800176723e+02,2.747738016754758519e+02,2.748304829316890618e+02,2.746162407605055478e+02,2.739727622032181671e+02,2.727244535371867187e+02,2.708572599819274274e+02,2.676946880514562395e+02,2.630016350921144976e+02,2.578914232529617721e+02,2.522530423236878505e+02,2.450184250383267965e+02,2.356120094094537194e+02,2.252404818653116081e+02,2.141911050069644489e+02,1.976484584086488496e+02,1.811175049501826493e+02,1.623958361854431587e+02,1.375707148248735621e+02,1.114371145537335934e+02,6.314600545054436509e+01,2.184005618996074816e+01,3.966941864104424553e+01,5.466506857191340174e+01,6.819557077562748759e+01,8.021626025292090389e+01,2.000000000000000000e+00
7.718655024362078620e+01,3.222840531286396981e+02,5.673815560136587237e+02,8.124790588986777493e+02,1.057576561783696889e+03,1.302674064668715573e+03,1.547771567553734712e+03,1.792869070438753624e+03,2.037966573323772309e+03,2.283064076208791448e+03,2.528161579093810360e+03,2.773259081978829272e+03,3.018356584863848639e+03,3.263454087748868005e+03,3.508551590633886462e+03,3.753649093518905374e+03,3.998746596403923832e+03,4.243844099288942743e+03,4.488941602173961655e+03,4.734039105058980567e+03,4.979136607944000389e+03,5.224234110829018391e+03,5.469331613714037303e+03,5.714429116599056215e+03,5.959526619484076946e+03,6.204624122369095858e+03,6.449721625254114770e+03,6.694819128139133682e+03,6.939916631024152593e+03,7.185014133909172415e+03,7.430111636794190417e+03,7.675209139679209329e+03,7.920306642564228241e+03,8.165404145449247153e+03,8.410501648334266065e+03,8.655599151219284977e+03,8.900696654104303889e+03,9.145794156989324620e+03,9.390891659874341713e+03,9.635989162759360624e+03,-5.708692357131076278e+01,-1.461251002031303642e+03,-1.921380512418427543e+03,-2.312827443678023883e+03,-2.614053825769913601e+03,-2.870407835834874277e+03,-3.088468700206326957e+03,-3.289597037045723027e+03,-3.453591922608770346e+03,-3.583256172120477913e+03,-3.706194157444063421e+03,-3.822688347670591156e+03,-3.928623643210366936e+03,-4.019104675979452168e+03,-4.095232142468560141e+03,-4.137955993796560506e+03,-4.173758381884712435e+03,-4.180844535073848419e+03,-4.185826323609372594e+03,-4.168765443337745637e+03,-4.151704563066119590e+03,-4.124594126277625946e+03,-4.097274209007933678e+03,-4.056278929317267284e+03,-4.013272701277344822e+03,-3.925145459883234253e+03,-3.823057142957045016e+03,-3.701436762941452798e+03,-3.569500219732666210e+03,-3.424510476350016688e+03,-3.277007386814528672e+03,-3.141739051412561821e+03,-3.006470716010594515e+03,-2.843545864907834130e+03,-2.674227307865816329e+03,-2.477534732427388008e+03,-2.000457024575637206e+03,-1.820721857051737288e+03,-1.536371158716577838e+03,-1.429451337459287060e+03,2.000000000000000000e+00
8.744406603146853740e+01,3.660823121135302358e+02,6.447205581955919342e+02,9.233588042776535758e+02,1.201997050359715104e+03,1.480635296441776973e+03,1.759273542523838842e+03,2.037911788605900483e+03,2.316550034687962125e+03,2.595188280770023994e+03,2.873826526852085408e+03,3.152464772934147732e+03,3.431103019016209146e+03,3.709741265098271015e+03,3.988379511180332884e+03,4.267017757262394298e+03,4.545656003344455712e+03,4.824294249426517126e+03,5.102932495508579450e+03,5.381570741590640864e+03,5.660208987672702278e+03,5.938847233754764602e+03,6.217485479836826016e+03,6.496123725918887430e+03,6.774761972000949754e+03,7.053400218083011168e+03,7.332038464165072583e+03,7.610676710247133997e+03,7.889314956329196320e+03,8.167953202411257735e+03,8.446591448493320058e+03,8.725229694575380563e+03,9.003867940657442887e+03,9.282506186739503391e+03,9.561144432821565715e+03,9.839782678903628039e+03,1.011842092498569036e+04,1.039705917106775087e+04,1.067569741714981137e+04,1.095433566323187370e+04,-6.261962144735389302e+01,-1.731240673612977162e+03,-2.356160198806111111e+03,-2.829108268649455113e+03,-3.165609895501160281e+03,-3.489314537735960585e+03,-3.703204001810816862e+03,-3.889054529027352146e+03,-4.068026286632446954e+03,-4.248062770031557193e+03,-4.406711115437960871e+03,-4.525275767522729438e+03,-4.625131585426681340e+03,-4.705996594199136780e+03,-4.758544781813309783e+03,-4.795438652348480900e+03,-4.822373852278126833e+03,-4.846677947102035432e+03,-4.841797103952389989e+03,-4.833499488453300728e+03,-4.809072522112331171e+03,-4.778750311100255203e+03,-4.728715880120608745e+03,-4.672582262089523283e+03,-4.606320369833770201e+03,-4.512436378202970445e+03,-4.393181124317341528e+03,-4.254473992643912425e+03,-4.106001707068642645e+03,-3.916916399942714179e+03,-3.690973086230119861e+03,-3.359913281328079393e+03,-3.053128005691570706e+03,-2.820910159926775123e+03,-2.624109228594584692e+03,-2.215939226634124225e+03,-1.979180984425340057e+03,-1.820989004562648006e+03,-1.740159507950728312e+03,-1.727574860139870907e+03,2.000000000000000000e+00
1.381363352095060471e+01,2.201683744648098440e+01,3.022004137201136942e+01,3.842324529754174023e+01,4.662644922307212170e+01,5.482965314860250317e+01,6.303285707413287753e+01,7.123606099966326610e+01,7.943926492519364047e+01,8.764246885072401483e+01,9.584567277625440340e+01,1.040488767017847778e+02,1.122520806273151663e+02,1.204552845528455407e+02,1.286584884783759151e+02,1.368616924039063178e+02,1.450648963294366922e+02,1.532681002549670666e+02,1.614713041804974409e+02,1.696745081060278437e+02,1.778777120315582181e+02,1.860809159570885924e+02,1.942841198826189668e+02,2.024873238081493128e+02,2.106905277336796871e+02,2.188937316592100899e+02,2.270969355847404927e+02,2.353001395102708670e+02,2.435033434358012414e+02,2.517065473613315874e+02,2.599097512868619901e+02,2.681129552123924213e+02,2.763161591379227389e+02,2.845193630634531132e+02,2.927225669889834876e+02,3.009257709145138620e+02,3.091289748400442363e+02,3.173321787655746107e+02,3.255353826911050419e+02,3.337385866166354162e+02,-6.964276738382039866e+00,-2.686946048314982249e+01,-3.933433497291010639e+01,-4.962419111300401653e+01,-5.851622346768537142e+01,-6.605829203237803426e+01,-7.141782334079815087e+01,-7.603765067487967144e+01,-7.998899363065545742e+01,-8.331105323142985242e+01,-8.497522387966178314e+01,-8.651045596760299361e+01,-8.744536185412559348e+01,-8.838026774064820756e+01,-8.782739050901540168e+01,-8.712028856850531611e+01,-8.564532813188368721e+01,-8.369089137106969645e+01,-8.074531279416780194e+01,-7.741435296380412012e+01,-7.193453950607701586e+01,-6.599722265706303403e+01,-5.806892382651752627e+01,-4.888352761304412297e+01,-3.930895553112986818e+01,-2.375440965973115937e+01,-1.606045253444593612e+01,-2.848034526651839116e+01,-3.938971105968283837e+01,-5.321915755334325127e+01,-6.136072118952837684e+01,-7.178707200910073993e+01,-9.719302515443212087e+01,-1.079057189705258395e+02,-1.194856423998053003e+02,-1.340526703161477826e+02,-1.512657504126757715e+02,-1.684188755090094389e+02,-1.835099531210549628e+02,-1.975322207805112100e+02,2.000000000000000000e+00
1.282426516572857622e+01,2.131864466573659200e+01,2.981302416574461134e+01,3.830740366575263067e+01,4.680178316576064645e+01,5.529616266576866224e+01,6.379054216577668512e+01,7.228492166578470801e+01,8.077930116579271669e+01,8.927368066580073958e+01,9.776806016580876246e+01,1.062624396658167569e+02,1.147568191658247940e+02,1.232511986658328027e+02,1.317455781658408114e+02,1.402399576658488343e+02,1.487343371658568572e+02,1.572287166658648800e+02,1.657230961658729029e+02,1.742174756658808974e+02,1.827118551658888919e+02,1.912062346658969147e+02,1.997006141659049661e+02,2.081949936659129889e+02,2.166893731659210118e+02,2.251837526659290063e+02,2.336781321659370292e+02,2.421725116659450521e+02,2.506668911659530750e+02,2.591612706659610694e+02,2.676556501659690639e+02,2.761500296659771720e+02,2.846444091659852234e+02,2.931387886659932178e+02,3.016331681660012123e+02,3.101275476660091499e+02,3.186219271660172581e+02,3.271163066660252525e+02,3.356106861660332470e+02,3.441050656660412983e+02,-6.482812883998150255e+00,-2.593633384578280499e+01,-3.806325607269904765e+01,-4.740296951403737324e+01,-5.544344768642142895e+01,-6.180866519111671664e+01,-6.620775551145473514e+01,-6.972051603707005540e+01,-7.281271079050539186e+01,-7.482197434263154889e+01,-7.636990465612994683e+01,-7.695732012630841723e+01,-7.649371983018829724e+01,-7.559669626030640188e+01,-7.384375788413996133e+01,-7.168769405853029753e+01,-6.775721240680917390e+01,-6.233155011844431925e+01,-5.552830807140767178e+01,-4.773393479331937073e+01,-4.111248243645391653e+01,-3.469478220164847926e+01,-8.339967200685151738e+00,-1.033868027272398038e+01,-2.368261704995017070e+01,-3.094191702530912025e+01,-4.041837680115744291e+01,-4.993973279290595713e+01,-5.769271528014811423e+01,-6.779343052357681643e+01,-7.557628303743942411e+01,-8.463666563183373626e+01,-9.534557542301527633e+01,-1.036338901080488739e+02,-1.105544750528290052e+02,-1.220332712600798430e+02,-1.374947496877916819e+02,-1.541024051571692723e+02,-1.638173418326178705e+02,-1.721264068859236431e+02,2.000000000000000000e+00
1.597506775067746787e+01,2.117933809641122878e+01,2.638360844214498968e+01,3.158787878787875769e+01,3.679214913361251149e+01,4.199641947934627240e+01,4.720068982508004041e+01,5.240496017081380131e+01,5.760923051654756222e+01,6.281350086228132312e+01,6.801777120801509113e+01,7.322204155374885204e+01,7.842631189948261294e+01,8.363058224521637385e+01,8.883485259095013475e+01,9.403912293668389566e+01,9.924339328241765656e+01,1.044476636281514175e+02,1.096519339738851784e+02,1.148562043196189393e+02,1.200604746653527002e+02,1.252647450110864611e+02,1.304690153568202220e+02,1.356732857025539829e+02,1.408775560482877722e+02,1.460818263940215047e+02,1.512860967397552940e+02,1.564903670854890265e+02,1.616946374312228158e+02,1.668989077769565483e+02,1.721031781226903377e+02,1.773074484684240701e+02,1.825117188141578310e+02,1.877159891598915920e+02,1.929202595056253529e+02,1.981245298513591138e+02,2.033288001970929031e+02,2.085330705428266356e+02,2.137373408885603965e+02,2.189416112342941574e+02,-5.976998994049353087e+00,-1.313608844768314832e+01,-1.905637912173531490e+01,-2.384529179188648129e+01,-2.725928553754383898e+01,-3.032503122340047241e+01,-3.259014275536408434e+01,-3.426669930559349098e+01,-3.594325585582289762e+01,-3.658598065365377749e+01,-3.690787637838452895e+01,-3.713324179080802168e+01,-3.624859472625018242e+01,-3.536394766169233606e+01,-3.379898121800486877e+01,-3.118531086940991059e+01,-2.816451211551185096e+01,-2.392994703241463839e+01,-1.939080581288261129e+01,-1.403232417644008478e+01,-6.425450184563362477e+00,-1.256435400079136322e+01,-2.351485835967832116e+01,-3.189107903123212040e+01,-4.039183116754849578e+01,-4.913675193044299760e+01,-5.702741577997748124e+01,-6.545850279587835985e+01,-7.629381810217458337e+01,-8.599960904938966166e+01,-9.488684759530980273e+01,-1.041116913840457983e+02,-1.140980829655912743e+02,-1.266220221011404021e+02,-1.375691864184439623e+02,-1.473728295734741209e+02,-1.567892877802993610e+02,-1.647856071505593150e+02,-1.727819265208193258e+02,-1.807782458910792798e+02,2.000000000000000000e+00
4.864815712900053768e+00,1.065203841179835393e+02,2.081759525230670533e+02,3.098315209281504963e+02,4.114870893332339961e+02,5.131426577383174390e+02,6.147982261434009388e+02,7.164537945484844386e+02,8.181093629535679383e+02,9.197649313586514381e+02,1.021420499763734824e+03,1.123076068168818438e+03,1.224731636573901824e+03,1.326387204978985437e+03,1.428042773384068823e+03,1.529698341789152437e+03,1.631353910194235823e+03,1.733009478599319209e+03,1.834665047004402822e+03,1.936320615409486436e+03,2.037976183814569595e+03,2.139631752219653208e+03,2.241287320624736822e+03,2.342942889029820435e+03,2.444598457434904049e+03,2.546254025839987207e+03,2.647909594245070821e+03,2.749565162650153979e+03,2.851220731055237593e+03,2.952876299460321206e+03,3.054531867865404820e+03,3.156187436270487979e+03,3.257843004675572047e+03,3.359498573080655206e+03,3.461154141485738364e+03,3.562809709890821978e+03,3.664465278295905591e+03,3.766120846700989205e+03,3.867776415106071909e+03,3.969431983511155977e+03,-3.302304964537142951e+00,-6.285734086332745392e+02,-9.141530754544584170e+02,-1.079031318921733828e+03,-1.232375533055027063e+03,-1.344861130011526711e+03,-1.454871064592626908e+03,-1.544200512488945606e+03,-1.619102192613298485e+03,-1.691493772045512287e+03,-1.753661360227468322e+03,-1.811024954161405276e+03,-1.853107590280480508e+03,-1.893924893541872052e+03,-1.926437099930618388e+03,-1.957821986943838056e+03,-1.975260117575847062e+03,-1.989990996218286455e+03,-2.001904201885803104e+03,-2.011651627087992892e+03,-2.016540876922779944e+03,-2.009728409496631002e+03,-2.002654113430580082e+03,-1.983568962159040893e+03,-1.964483810887501932e+03,-1.936843563212582012e+03,-1.906340938232746794e+03,-1.868512536259449689e+03,-1.825630250614539136e+03,-1.775016607282983387e+03,-1.720476880742883168e+03,-1.651167699386470304e+03,-1.575354536197792640e+03,-1.489901387063714765e+03,-1.384917795567992471e+03,-1.263671829415206503e+03,-1.133954039462674700e+03,-9.704623851114243962e+02,-7.526592165922024833e+02,-4.347522347813237502e+02,2.000000000000000000e+00
