'Z''1','Z''2','Z''3','Z''4','Z''5','Z''6','Z''7','Z''8','Z''9','Z''10','Z''11','Z''12','Z''13','Z''14','Z''15','Z''16','Z''17','Z''18','Z''19','Z''20','Z''21','Z''22','Z''23','Z''24','Z''25','Z''26','Z''27','Z''28','Z''29','Z''30','Z''31','Z''32','Z''33','Z''34','Z''35','Z''36','Z''37','Z''38','Z''39','Z''40','Z''''1','Z''''2','Z''''3','Z''''4','Z''''5','Z''''6','Z''''7','Z''''8','Z''''9','Z''''10','Z''''11','Z''''12','Z''''13','Z''''14','Z''''15','Z''''16','Z''''17','Z''''18','Z''''19','Z''''20','Z''''21','Z''''22','Z''''23','Z''''24','Z''''25','Z''''26','Z''''27','Z''''28','Z''''29','Z''''30','Z''''31','Z''''32','Z''''33','Z''''34','Z''''35','Z''''36','Z''''37','Z''''38','Z''''39','Z''''40',Class
9.636667680145940551e+01,1.240975108807276399e+02,1.518283449599958885e+02,1.795591790392641371e+02,2.072900131185324142e+02,2.350208471978006060e+02,2.627516812770688830e+02,2.904825153563371032e+02,3.182133494356053802e+02,3.459441835148736004e+02,3.736750175941418206e+02,4.014058516734100976e+02,4.291366857526783178e+02,4.568675198319465949e+02,4.845983539112148151e+02,5.123291879904830921e+02,5.400600220697513123e+02,5.677908561490195325e+02,5.955216902282878664e+02,6.232525243075560866e+02,6.509833583868243068e+02,6.787141924660926406e+02,7.064450265453608608e+02,7.341758606246290810e+02,7.619066947038973012e+02,7.896375287831655214e+02,8.173683628624338553e+02,8.450991969417020755e+02,8.728300310209702957e+02,9.005608651002385159e+02,9.282916991795068498e+02,9.560225332587751836e+02,9.837533673380431765e+02,1.011484201417311624e+03,1.039215035496579503e+03,1.066945869575848064e+03,1.094676703655116171e+03,1.122407537734384505e+03,1.150138371813652611e+03,1.177869205892920945e+03,1.432308726683436362e+01,1.990323880693444494e+02,2.583946536300763910e+02,3.011422835326413860e+02,3.376354773683996768e+02,3.625505555161047937e+02,3.874656336638100242e+02,4.072738743572552949e+02,4.259410514032207971e+02,4.441455535730234487e+02,4.570814368958621685e+02,4.700173202187008883e+02,4.829532035415396081e+02,4.910740023941303320e+02,4.982577562060208720e+02,5.054415100179114120e+02,5.121768698589452242e+02,5.149772449460872394e+02,5.177776200332292547e+02,5.205779951203713836e+02,5.227654564216670678e+02,5.209974796134530379e+02,5.192295028052391217e+02,5.174615259970250918e+02,5.155088314053975864e+02,5.074158123660394608e+02,4.993227933266812784e+02,4.912297742873230959e+02,4.820266492807619443e+02,4.681003464006843728e+02,4.541740435206068582e+02,4.402477406405294005e+02,4.194556346757603364e+02,3.966942448072292109e+02,3.720684449062632098e+02,3.387913589263529843e+02,3.030531667869320245e+02,2.603699575023376269e+02,2.013138554135062464e+02,6.155537089535334871e+01,1
3.716613390906428549e+01,5.663693938475557133e+01,7.610774486044684295e+01,9.557855033613812168e+01,1.150493558118294004e+02,1.345201612875206649e+02,1.539909667632119294e+02,1.734617722389032224e+02,1.929325777145944869e+02,2.124033831902857230e+02,2.318741886659770444e+02,2.513449941416683089e+02,2.708157996173595734e+02,2.902866050930508663e+02,3.097574105687421593e+02,3.292282160444333954e+02,3.486990215201246883e+02,3.681698269958159813e+02,3.876406324715072174e+02,4.071114379471985103e+02,4.265822434228898032e+02,4.460530488985809825e+02,4.655238543742723323e+02,4.849946598499636252e+02,5.044654653256548613e+02,5.239362708013461543e+02,5.434070762770375040e+02,5.628778817527286265e+02,5.823486872284199762e+02,6.018194927041113260e+02,6.212902981798024484e+02,6.407611036554937982e+02,6.602319091311851480e+02,6.797027146068762704e+02,6.991735200825676202e+02,7.186443255582589700e+02,7.381151310339500924e+02,7.575859365096414422e+02,7.770567419853327920e+02,7.965275474610239144e+02,-1.826496098201232821e+00,-5.741689103824681695e+01,-8.173415417935795801e+01,-1.033381282006706812e+02,-1.232360104075963250e+02,-1.400705277632224579e+02,-1.528623922112629714e+02,-1.623744715189982060e+02,-1.691022483143111401e+02,-1.749310013648429276e+02,-1.770378006414833862e+02,-1.788778197783852306e+02,-1.770401083449658302e+02,-1.749435442695921097e+02,-1.686304481373654198e+02,-1.614975544312355566e+02,-1.500981701792520937e+02,-1.364470639987114282e+02,-1.186303369509868162e+02,-9.272270009058871665e+01,-5.275053220596527837e+01,-3.391614074088578690e+01,-6.033379384551697910e+01,-7.398466406714878474e+01,-1.134622928838532800e+02,-1.401820682174400474e+02,-1.699941465259449274e+02,-1.819952046324704042e+02,-2.029462313689304267e+02,-2.260434576717067046e+02,-2.428118864102503665e+02,-2.598742900527724373e+02,-2.775718290323936799e+02,-2.930451459998085966e+02,-3.085184629672236838e+02,-3.228945719275502597e+02,-3.366076571738028065e+02,-3.507086037167794643e+02,-3.649053272178237535e+02,-3.791020507188678721e+02,1
3.238202656088085973e+01,4.298130366766410759e+01,5.358058077444736256e+01,6.417985788123060331e+01,7.477913498801385117e+01,8.537841209479709903e+01,9.597768920158036110e+01,1.065769663083635947e+02,1.171762434151468426e+02,1.277755205219300763e+02,1.383747976287133383e+02,1.489740747354965720e+02,1.595733518422798340e+02,1.701726289490630677e+02,1.807719060558463582e+02,1.913711831626295918e+02,2.019704602694128539e+02,2.125697373761960876e+02,2.231690144829792928e+02,2.337682915897625548e+02,2.443675686965458453e+02,2.549668458033290506e+02,2.655661229101123126e+02,2.761654000168955463e+02,2.867646771236787799e+02,2.973639542304620136e+02,3.079632313372452472e+02,3.185625084440285946e+02,3.291617855508118282e+02,3.397610626575950619e+02,3.503603397643782955e+02,3.609596168711615292e+02,3.715588939779448197e+02,3.821581710847279965e+02,3.927574481915111733e+02,4.033567252982945774e+02,4.139560024050778111e+02,4.245552795118609879e+02,4.351545566186442784e+02,4.457538337254275120e+02,-3.681512042214591940e+00,-3.516794091349877505e+01,-5.105275712417597589e+01,-6.207844371718078236e+01,-7.427238541594647359e+01,-8.226084559040684496e+01,-8.836188041644079760e+01,-9.365551050736175398e+01,-9.724355169870500504e+01,-1.007086635802500609e+02,-1.040568866493653957e+02,-1.061929325153243155e+02,-1.074542209188009849e+02,-1.077247425912515268e+02,-1.064500259512603151e+02,-1.048014399475613629e+02,-1.016526585844745938e+02,-9.802849968098610134e+01,-9.139694993424720337e+01,-8.421307371545165665e+01,-7.616113053866260429e+01,-6.231729780456618073e+01,-4.389841109938399200e+01,-1.597482265917996358e+01,-4.187407676172252735e+01,-5.836573890562276290e+01,-7.691743728412933478e+01,-1.013913496639962375e+02,-1.092997386299462335e+02,-1.340171757013059732e+02,-1.458919209321274479e+02,-1.577666661629489226e+02,-1.666683307923541122e+02,-1.814950795828290495e+02,-1.958146545279126940e+02,-2.071224233632879930e+02,-2.182530255509014694e+02,-2.290454637712940666e+02,-2.398379019916866923e+02,-2.506303402120792896e+02,1
3.783641481018818808e+01,4.980293709741032870e+01,6.176945938463246932e+01,7.373598167185461705e+01,8.570250395907675056e+01,9.766902624629889829e+01,1.096355485335210460e+02,1.216020708207431795e+02,1.335685931079653415e+02,1.455351153951874608e+02,1.575016376824096085e+02,1.694681599696317562e+02,1.814346822568539039e+02,1.934012045440760517e+02,2.053677268312981710e+02,2.173342491185203187e+02,2.293007714057424664e+02,2.412672936929646141e+02,2.532338159801867903e+02,2.652003382674088812e+02,2.771668605546310573e+02,2.891333828418531766e+02,3.010999051290752959e+02,3.130664274162974152e+02,3.250329497035196482e+02,3.369994719907417675e+02,3.489659942779638868e+02,3.609325165651860061e+02,3.728990388524081254e+02,3.848655611396304153e+02,3.968320834268524777e+02,4.087986057140745970e+02,4.207651280012967163e+02,4.327316502885188925e+02,4.446981725757410118e+02,4.566646948629631879e+02,4.686312171501853072e+02,4.805977394374074265e+02,4.925642617246296027e+02,5.045307840118517788e+02,-8.307534272208442871e+00,-3.982320427862231327e+01,-5.830271229849734027e+01,-7.335579818954664688e+01,-8.475924674256523872e+01,-9.478870513838684531e+01,-1.010966180364374054e+02,-1.062553715365974369e+02,-1.102552784686748453e+02,-1.108714441629186780e+02,-1.114876098571625249e+02,-1.115351814774777068e+02,-1.101755292317067045e+02,-1.083998785615172835e+02,-1.052533588940886062e+02,-1.012311401380440401e+02,-9.619218823426180620e+01,-8.922109091924689039e+01,-7.992929258225963451e+01,-6.687343177158011542e+01,-4.995414091917398025e+01,-1.254727451965282725e+01,-3.894644707991304955e+01,-4.972137001255948263e+01,-5.973590164374227385e+01,-7.275107898863906541e+01,-8.587557309706784281e+01,-1.015644218812832946e+02,-1.061230263217163383e+02,-1.166938203694688241e+02,-1.420151051324912999e+02,-1.526729903447422316e+02,-1.599259993997542040e+02,-1.622367371155193041e+02,-1.690544285995011649e+02,-1.823251542900829918e+02,-1.943188833602860939e+02,-2.057726534437572923e+02,-2.168245697667682350e+02,-2.274433184195617628e+02,1
3.920769029254134352e+01,4.973646027847929929e+01,6.026523026441724795e+01,7.079400025035519661e+01,8.132277023629315238e+01,9.185154022223112236e+01,1.023803102081690355e+02,1.129090801941070055e+02,1.234378501800449612e+02,1.339666201659829312e+02,1.444953901519208728e+02,1.550241601378587859e+02,1.655529301237967843e+02,1.760817001097347259e+02,1.866104700956726674e+02,1.971392400816106374e+02,2.076680100675485505e+02,2.181967800534864921e+02,2.287255500394244905e+02,2.392543200253624320e+02,2.497830900113004020e+02,2.603118599972383436e+02,2.708406299831763135e+02,2.813693999691142835e+02,2.918981699550521967e+02,3.024269399409901098e+02,3.129557099269280798e+02,3.234844799128660497e+02,3.340132498988040197e+02,3.445420198847419897e+02,3.550707898706800165e+02,3.655995598566178160e+02,3.761283298425557859e+02,3.866570998284937559e+02,3.971858698144317259e+02,4.077146398003696959e+02,4.182434097863076659e+02,4.287721797722455221e+02,4.393009497581834921e+02,4.498297197441215189e+02,-5.528849566201586185e+00,-3.761418224615925254e+01,-5.594775917679020694e+01,-6.929757350618749001e+01,-8.041635777484252401e+01,-9.114003274510703534e+01,-9.897842072060858243e+01,-1.055499304335168773e+02,-1.107822523525591976e+02,-1.158989307245505529e+02,-1.194631040189299824e+02,-1.230272773133093978e+02,-1.247517346520150738e+02,-1.258156161201317644e+02,-1.266264638304363643e+02,-1.259058397770409670e+02,-1.251852157236455412e+02,-1.232121459499613820e+02,-1.202015712034256012e+02,-1.169657111044967763e+02,-1.111657143920350848e+02,-1.053549040780036421e+02,-9.584796234114104152e+01,-8.529012382456801333e+01,-7.082798300369589128e+01,-5.213843989793132039e+01,-2.022369575167883227e+01,-5.647416914978594349e+01,-7.882935787952624196e+01,-9.060453472456111967e+01,-1.179188112866242051e+02,-1.396903863622526387e+02,-1.607017883990804137e+02,-1.750904659257128060e+02,-1.870057023083850538e+02,-1.995475155490252348e+02,-2.122594387104504960e+02,-2.270808803549966797e+02,-2.444098179931878008e+02,-2.617387556313790355e+02,1
3.852837595609233290e+01,5.222283228242713449e+01,6.591728860876193608e+01,7.961174493509673766e+01,9.330620126143153925e+01,1.070006575877663408e+02,1.206951139141011424e+02,1.343895702404359440e+02,1.480840265667707740e+02,1.617784828931055472e+02,1.754729392194403488e+02,1.891673955457751504e+02,2.028618518721099520e+02,2.165563081984447535e+02,2.302507645247796120e+02,2.439452208511144136e+02,2.576396771774491867e+02,2.713341335037840167e+02,2.850285898301187899e+02,2.987230461564535062e+02,3.124175024827883362e+02,3.261119588091232231e+02,3.398064151354579963e+02,3.535008714617927126e+02,3.671953277881275426e+02,3.808897841144623726e+02,3.945842404407972026e+02,4.082786967671319189e+02,4.219731530934668058e+02,4.356676094198015790e+02,4.493620657461364090e+02,4.630565220724711253e+02,4.767509783988060121e+02,4.904454347251407853e+02,5.041398910514756153e+02,5.178343473778103316e+02,5.315288037041451616e+02,5.452232600304799917e+02,5.589177163568147080e+02,5.726121726831495380e+02,-3.677446996318280981e+00,-4.257984433653786027e+01,-6.410177194679575052e+01,-7.898873321780973811e+01,-9.310986250642720563e+01,-1.032435471106630018e+02,-1.102041024529626014e+02,-1.171646577952622010e+02,-1.233872804871543849e+02,-1.277784739716628337e+02,-1.307707595127965874e+02,-1.316057672527186355e+02,-1.319023239873923217e+02,-1.300370383465400437e+02,-1.276037876902899200e+02,-1.229559996376971185e+02,-1.174728564535672604e+02,-1.088097921093801972e+02,-9.760518587457856654e+01,-8.388460300435787076e+01,-6.511226139372381283e+01,-7.365991376677916591e+00,-3.753893941305637583e+01,-6.139687009361107073e+01,-9.545306659570763941e+01,-1.054048379850930388e+02,-1.263840483956218748e+02,-1.508833803791246737e+02,-1.772154491246859607e+02,-2.029634517899038428e+02,-2.160970867723452784e+02,-2.289373802105757534e+02,-2.374486185729811041e+02,-2.459598569353863979e+02,-2.630940672390056534e+02,-2.844246081325125033e+02,-3.027926881764685731e+02,-3.137723335774575162e+02,-3.247519789784463455e+02,-3.357316243794352317e+02,1
9.482525012516191509e+00,1.044070289953853603e+01,1.139888078656088055e+01,1.235705867358322330e+01,1.331523656060556959e+01,1.427341444762791411e+01,1.523159233465026041e+01,1.618977022167260316e+01,1.714794810869494768e+01,1.810612599571728865e+01,1.906430388273964027e+01,2.002248176976198124e+01,2.098065965678432931e+01,2.193883754380667028e+01,2.289701543082901125e+01,2.385519331785135932e+01,2.481337120487370385e+01,2.577154909189604837e+01,2.672972697891839644e+01,2.768790486594073741e+01,2.864608275296307838e+01,2.960426063998542290e+01,3.056243852700777097e+01,3.152061641403011549e+01,3.247879430105246001e+01,3.343697218807480454e+01,3.439515007509714906e+01,3.535332796211949358e+01,3.631150584914183810e+01,3.726968373616418262e+01,3.822786162318652714e+01,3.918603951020887166e+01,4.014421739723121618e+01,4.110239528425356070e+01,4.206057317127591233e+01,4.301875105829824975e+01,4.397692894532059427e+01,4.493510683234293879e+01,4.589328471936528331e+01,4.685146260638762783e+01,-1.337126600284505862e-01,-2.061844144559000114e+00,-3.222542803371212017e+00,-4.069921059554990173e+00,-4.679167817532278839e+00,-5.041169744709266709e+00,-5.345926221654043076e+00,-5.482343594000176346e+00,-5.569312014579187675e+00,-5.557483728686935187e+00,-5.469412256531962058e+00,-5.271349494076621234e+00,-5.011872922754044168e+00,-4.702902867996150427e+00,-4.356574239703738805e+00,-4.000045909807208311e+00,-3.658641803105195045e+00,-3.469123835898876074e+00,-3.400663982040498912e+00,-3.404372275916280888e+00,-3.476428125371611166e+00,-3.603322648301992892e+00,-3.831544445332433657e+00,-4.184311569040993106e+00,-4.511971209175565711e+00,-4.729990594814071692e+00,-4.854990718639476732e+00,-4.993295008469088359e+00,-5.156089187055552969e+00,-5.216798798549190153e+00,-5.348863628696932437e+00,-5.425832493116592659e+00,-5.404263668564544432e+00,-5.229962935598704732e+00,-4.900422059879657510e+00,-4.422107836820815763e+00,-3.762899447109971263e+00,-3.281250629531665020e+00,-2.737590678568222025e+00,-1.157894736842106198e+00,1
3.582098236764977628e+01,2.033684912131786859e+02,3.709160000587075956e+02,5.384635089042365053e+02,7.060110177497654149e+02,8.735585265952943246e+02,1.041106035440823234e+03,1.208653544286351917e+03,1.376201053131881054e+03,1.543748561977409963e+03,1.711296070822938873e+03,1.878843579668468010e+03,2.046391088513996692e+03,2.213938597359525374e+03,2.381486106205054512e+03,2.549033615050584103e+03,2.716581123896112331e+03,2.884128632741641013e+03,3.051676141587170150e+03,3.219223650432699742e+03,3.386771159278227969e+03,3.554318668123756652e+03,3.721866176969285789e+03,3.889413685814814926e+03,4.056961194660344063e+03,4.224508703505872290e+03,4.392056212351400973e+03,4.559603721196930564e+03,4.727151230042459247e+03,4.894698738887987929e+03,5.062246247733517521e+03,5.229793756579046203e+03,5.397341265424574885e+03,5.564888774270103568e+03,5.732436283115632250e+03,5.899983791961161842e+03,6.067531300806690524e+03,6.235078809652219206e+03,6.402626318497748798e+03,6.570173827343277480e+03,-6.379701350364121026e+01,-2.488354952114391949e+02,-3.671977129650624647e+02,-4.660459232870875894e+02,-5.787437102093274461e+02,-7.174505926171491410e+02,-8.571776918804401930e+02,-1.006618054060570785e+03,-1.151915615428107913e+03,-1.279549154833981902e+03,-1.389583739190684810e+03,-1.486457705502410590e+03,-1.570431769437644562e+03,-1.639075368936850509e+03,-1.692068479549435096e+03,-1.729583724815237019e+03,-1.759551697060164997e+03,-1.777655416501726449e+03,-1.781467195537294856e+03,-1.784501792028599994e+03,-1.783196115333500074e+03,-1.766858700517007492e+03,-1.744031926823046433e+03,-1.724101508507492781e+03,-1.694813159656823245e+03,-1.661432053876670579e+03,-1.626005076090681086e+03,-1.580850635340987083e+03,-1.530433884867604093e+03,-1.479702887224332471e+03,-1.414677613006681895e+03,-1.339467166076027979e+03,-1.253917344681408849e+03,-1.168864846620192111e+03,-1.076037092812037827e+03,-9.614663418440200076e+02,-8.334376443442365598e+02,-6.490206586575955043e+02,-3.808669443784301052e+02,-1.177241916533575932e+02,1
1.575558108485716957e+01,5.335566749172471646e+01,9.095575389859227755e+01,1.285558403054598386e+02,1.661559267123274140e+02,2.037560131191949324e+02,2.413560995260625077e+02,2.789561859329300546e+02,3.165562723397976015e+02,3.541563587466651484e+02,3.917564451535326953e+02,4.293565315604001853e+02,4.669566179672679027e+02,5.045567043741353928e+02,5.421567907810028828e+02,5.797568771878704865e+02,6.173569635947380903e+02,6.549570500016056940e+02,6.925571364084730703e+02,7.301572228153406741e+02,7.677573092222082778e+02,8.053573956290758815e+02,8.429574820359432579e+02,8.805575684428108616e+02,9.181576548496783516e+02,9.557577412565459554e+02,9.933578276634135591e+02,1.030957914070281049e+03,1.068558000477148880e+03,1.106158086884016484e+03,1.143758173290883633e+03,1.181358259697751237e+03,1.218958346104618840e+03,1.256558432511486444e+03,1.294158518918354048e+03,1.331758605325221424e+03,1.369358691732089028e+03,1.406958778138956632e+03,1.444558864545824235e+03,1.482158950952691839e+03,-1.600917440536454706e+01,-4.527598674794749911e+01,-7.238202659709718034e+01,-9.457864659933092355e+01,-1.123937751212593952e+02,-1.352978416858630624e+02,-1.663552419772743463e+02,-2.017519384835768506e+02,-2.429642041653504805e+02,-2.794821822743057851e+02,-3.108813148214329090e+02,-3.383366463504364674e+02,-3.598638923816324677e+02,-3.792515422511287966e+02,-3.939726259570869047e+02,-4.057814813587010008e+02,-4.153200485862306550e+02,-4.227288646948437076e+02,-4.283715153662254238e+02,-4.302197253789228739e+02,-4.287064798407532749e+02,-4.225396968157152742e+02,-4.181748160673917027e+02,-4.099963273692906114e+02,-3.992909914504047038e+02,-3.858467784132100178e+02,-3.690177868399247814e+02,-3.522126180745772217e+02,-3.326331281530688102e+02,-3.109753870498930723e+02,-2.872297840800543440e+02,-2.623208490913917217e+02,-2.370085666637602344e+02,-2.121044334039641512e+02,-1.881224994177051144e+02,-1.632604159594714872e+02,-1.366728072758044163e+02,-1.086495616214534010e+02,-7.639282082136212182e+01,-2.616837532497811480e+01,1
8.150058394827325969e+00,8.680184610521862965e+00,9.210310826216401736e+00,9.740437041910940508e+00,1.027056325760547573e+01,1.080068947330001450e+01,1.133081568899455149e+01,1.186094190468908849e+01,1.239106812038362371e+01,1.292119433607816426e+01,1.345132055177269947e+01,1.398144676746724002e+01,1.451157298316177524e+01,1.504169919885631401e+01,1.557182541455085278e+01,1.610195163024538800e+01,1.663207784593992500e+01,1.716220406163446199e+01,1.769233027732900254e+01,1.822245649302353954e+01,1.875258270871808008e+01,1.928270892441261708e+01,1.981283514010715763e+01,2.034296135580169107e+01,2.087308757149622807e+01,2.140321378719076506e+01,2.193334000288530561e+01,2.246346621857983905e+01,2.299359243427437605e+01,2.352371864996891659e+01,2.405384486566345004e+01,2.458397108135799058e+01,2.511409729705252758e+01,2.564422351274706458e+01,2.617434972844160157e+01,2.670447594413613857e+01,2.723460215983067911e+01,2.776472837552521611e+01,2.829485459121975666e+01,2.882498080691429010e+01,-5.358104325738821672e-01,-1.291806341679931691e+00,-1.858193885542973600e+00,-2.360579843504380104e+00,-2.774522807867721763e+00,-3.099909579356041167e+00,-3.331743126138385858e+00,-3.486005333573165554e+00,-3.605104679021753800e+00,-3.678618966447471994e+00,-3.689536100135990981e+00,-3.680905732801412977e+00,-3.683394744110293217e+00,-3.691277218083020006e+00,-3.688542439986183030e+00,-3.674119594204666939e+00,-3.701920185657348927e+00,-3.782945314526358072e+00,-3.915146407535284645e+00,-4.069046050351481369e+00,-4.229184864252450105e+00,-4.387554970408943156e+00,-4.572533979360778211e+00,-4.750762337045185468e+00,-4.928082314706149880e+00,-5.111622338361689444e+00,-5.164944724336906212e+00,-5.184238721250389759e+00,-5.179459456354321034e+00,-5.152115310960194705e+00,-5.058703154409622371e+00,-4.929999515224657181e+00,-4.772139383616957886e+00,-4.549239552752155191e+00,-4.250349778787197330e+00,-3.877231451690017483e+00,-3.423496016398319242e+00,-2.780350440068172890e+00,-1.977304023943948774e+00,-6.183626930959285062e-01,1
1.111586683619074734e+02,1.472856183149368974e+02,1.834125682679663214e+02,2.195395182209956886e+02,2.556664681740251694e+02,2.917934181270545650e+02,3.279203680800840175e+02,3.640473180331133563e+02,4.001742679861428087e+02,4.363012179391722043e+02,4.724281678922016567e+02,5.085551178452311092e+02,5.446820677982605048e+02,5.808090177512899572e+02,6.169359677043192960e+02,6.530629176573486347e+02,6.891898676103780872e+02,7.253168175634075396e+02,7.614437675164369921e+02,7.975707174694664445e+02,8.336976674224958970e+02,8.698246173755251220e+02,9.059515673285545745e+02,9.420785172815840269e+02,9.782054672346135931e+02,1.014332417187642818e+03,1.050459367140672384e+03,1.086586317093701837e+03,1.122713267046731062e+03,1.158840216999760287e+03,1.194967166952789967e+03,1.231094116905819419e+03,1.267221066858848872e+03,1.303348016811878324e+03,1.339474966764907776e+03,1.375601916717937229e+03,1.411728866670966454e+03,1.447855816623995906e+03,1.483982766577025359e+03,1.520109716530054811e+03,-2.486039959016393084e+02,-3.130800652348561925e+02,-3.576994843665372628e+02,-3.809345405347937117e+02,-4.100526101061609552e+02,-4.387722632541198777e+02,-4.619259820028254353e+02,-4.815661960807343007e+02,-4.924818017763441276e+02,-5.033974074719540113e+02,-5.187791850524894244e+02,-5.346604496633410690e+02,-5.441204194970831622e+02,-5.474682334758950901e+02,-5.508160474547070180e+02,-5.491463002062582746e+02,-5.451304323828728684e+02,-5.455372843096588440e+02,-5.463741306079956530e+02,-5.455783014296605415e+02,-5.260293241542981377e+02,-5.064803468789359044e+02,-4.925924989610643365e+02,-4.803269571608833530e+02,-4.578436492734384160e+02,-4.305051315469992232e+02,-4.128476129731412243e+02,-3.909532712754194108e+02,-3.585891075076057177e+02,-3.282876921778756127e+02,-2.918485848886293752e+02,-2.465918260669842539e+02,-1.695334592742430573e+02,-9.731651823134089341e+01,-5.067075297759254937e+01,-8.670650269566073121e+01,-1.531563548768734222e+02,-1.800459038909149001e+02,-3.685279345146686865e+02,-6.513960040983606632e+02,1
5.882474814181750844e+01,1.023450319309226870e+02,1.458653157200278940e+02,1.893855995091330442e+02,2.329058832982381944e+02,2.764261670873434014e+02,3.199464508764485231e+02,3.634667346655537017e+02,4.069870184546588803e+02,4.505073022437640589e+02,4.940275860328692943e+02,5.375478698219744729e+02,5.810681536110795378e+02,6.245884374001847164e+02,6.681087211892898949e+02,7.116290049783950735e+02,7.551492887675002521e+02,7.986695725566054307e+02,8.421898563457106093e+02,8.857101401348157879e+02,9.292304239239209664e+02,9.727507077130260313e+02,1.016270991502131210e+03,1.059791275291236616e+03,1.103311559080341567e+03,1.146831842869446746e+03,1.190352126658551924e+03,1.233872410447657103e+03,1.277392694236762509e+03,1.320912978025867687e+03,1.364433261814972639e+03,1.407953545604077817e+03,1.451473829393182996e+03,1.494994113182288174e+03,1.538514396971393353e+03,1.582034680760498304e+03,1.625554964549603710e+03,1.669075248338708889e+03,1.712595532127814067e+03,1.756115815916919246e+03,-2.278688524590163524e+02,-2.927988174872409672e+02,-3.562425979813673393e+02,-4.011305581123245929e+02,-4.480488035597109615e+02,-4.854123719343157859e+02,-5.175001720532708305e+02,-5.465681193827193738e+02,-5.642210562097201318e+02,-5.722883136566927078e+02,-5.807637727146038742e+02,-5.927172315316986442e+02,-6.047261655758011329e+02,-6.178382587420372829e+02,-6.309503519082734329e+02,-6.309902839270932873e+02,-6.226685702540399916e+02,-6.137502073502730582e+02,-6.030024319532367372e+02,-5.920316984191223355e+02,-5.800903296787112140e+02,-5.670559979545556644e+02,-5.465460044279367366e+02,-5.266933296173372128e+02,-5.076471539571800236e+02,-4.797582574367596067e+02,-4.444027411192097929e+02,-3.995647240126211273e+02,-3.577532954580102569e+02,-3.164660572330103037e+02,-2.520657322250317236e+02,-1.556665828549529920e+02,-1.053332106329468019e+02,-1.430276320311273253e+02,-2.598676345126921206e+02,-2.811665950694952585e+02,-4.183914124118973632e+02,-5.775208670697375055e+02,-7.496028659604043014e+02,-9.262295081967212127e+02,1
8.535596819723929229e+01,1.239475943733577594e+02,1.625392205494761981e+02,2.011308467255946937e+02,2.397224729017131040e+02,2.783140990778315427e+02,3.169057252539499814e+02,3.554973514300684769e+02,3.940889776061869156e+02,4.326806037823053543e+02,4.712722299584237931e+02,5.098638561345422886e+02,5.484554823106607273e+02,5.870471084867791660e+02,6.256387346628976047e+02,6.642303608390161571e+02,7.028219870151344821e+02,7.414136131912530345e+02,7.800052393673713595e+02,8.185968655434899119e+02,8.571884917196082370e+02,8.957801178957267894e+02,9.343717440718452281e+02,9.729633702479635531e+02,1.011554996424082219e+03,1.050146622600200317e+03,1.088738248776319097e+03,1.127329874952437422e+03,1.165921501128555974e+03,1.204513127304674299e+03,1.243104753480792851e+03,1.281696379656911176e+03,1.320288005833029501e+03,1.358879632009148509e+03,1.397471258185266606e+03,1.436062884361385159e+03,1.474654510537503711e+03,1.513246136713622036e+03,1.551837762889740361e+03,1.590429389065858913e+03,-2.327868852459016864e+02,-2.993801996528412133e+02,-3.558751389366190097e+02,-3.893006796930379778e+02,-4.201671676907366759e+02,-4.478693123607205848e+02,-4.710512162141631052e+02,-4.919217951974948733e+02,-5.110090456489726307e+02,-5.312965307124360379e+02,-5.552721571383190167e+02,-5.700236691039025345e+02,-5.709038538004123211e+02,-5.717840384969221077e+02,-5.767970795710826906e+02,-5.845012055220366847e+02,-5.855968033546544120e+02,-5.755058569713911538e+02,-5.654149105881280093e+02,-5.573770094355975289e+02,-5.518775311183020449e+02,-5.452157327142906524e+02,-5.342196641577991159e+02,-5.232235956013076930e+02,-4.950936657554419753e+02,-4.675143535208019898e+02,-4.428393202664352089e+02,-4.188182486494818590e+02,-3.925007482084479875e+02,-3.331763903777847986e+02,-3.064838329658799125e+02,-2.627148230466552263e+02,-1.668149295465761099e+02,-7.868440386991781565e+01,-7.689877394842949343e+01,-1.194255906583491651e+02,-1.870690124492389259e+02,-5.019490471697304201e+02,-6.308522818522724265e+02,-8.229508196721311606e+02,1
